"recid","age","hsged","white","children","jtpa","married","male","treatment","delta","days"
301154,28,1,0,1,0,0,0,1,1,21
301155,18,1,1,0,1,0,0,1,1,226
301156,29,1,1,0,0,0,1,1,1,153
301157,19,1,1,0,0,0,0,1,1,54
301158,19,0,0,1,1,0,0,1,1,153
301161,29,0,0,1,1,0,0,1,0,384
301162,28,1,0,1,1,0,1,1,1,47
301166,18,0,0,0,0,0,0,0,1,119
301168,30,1,1,1,0,1,0,0,0,588
301171,30,0,1,0,0,0,1,0,1,242
301172,27,0,0,1,0,0,0,0,0,677
301173,27,0,1,1,1,0,0,1,1,237
301174,18,1,0,0,1,0,0,1,1,169
301176,23,1,1,1,1,0,0,1,1,616
301177,35,1,1,1,1,0,0,1,0,436
301179,21,1,1,1,0,0,0,0,1,338
301184,40,1,0,0,0,0,0,0,1,45
301185,26,1,1,1,0,0,0,0,1,41
301188,39,1,0,1,1,0,1,1,1,34
301191,21,1,1,0,1,0,1,1,1,120
301193,19,0,0,1,1,0,0,1,1,30
301194,22,0,0,0,0,0,0,0,1,103
301203,24,0,0,1,1,0,0,1,0,713
301205,18,0,1,0,0,0,0,1,1,83
301206,66,0,1,0,1,1,1,1,0,672
301207,17,0,1,0,0,0,1,1,1,49
301209,19,0,1,1,1,0,0,1,1,659
301210,19,1,0,1,0,1,0,1,1,472
301219,21,1,1,0,1,0,0,1,1,171
301220,34,0,1,0,0,0,1,1,0,746
301222,27,1,0,0,0,0,0,0,1,410
301223,30,1,0,1,1,1,0,0,0,565
301224,41,1,1,1,1,0,0,1,0,595
301225,51,0,0,0,1,0,0,1,1,393
301228,18,0,0,1,1,0,0,1,1,30
301230,31,1,0,1,0,0,0,0,1,560
301235,31,1,1,0,0,0,1,0,0,665
301237,27,1,1,1,1,1,1,1,1,678
301240,28,1,0,1,0,0,0,1,1,12
301241,22,0,0,0,1,0,1,1,0,621
301244,18,0,1,0,0,0,1,0,1,212
301245,17,1,0,0,0,0,0,1,1,33
301246,20,1,0,1,1,0,0,1,1,263
301250,41,1,0,0,0,0,1,0,0,744
301251,41,0,1,1,1,1,0,1,1,378
301252,24,1,0,1,0,1,1,1,1,3
301253,32,1,1,0,0,0,1,1,0,951
301254,29,1,0,0,0,0,0,1,1,143
301259,22,1,0,0,0,0,1,0,1,366
301261,20,1,1,0,0,0,0,0,1,126
301263,21,0,0,0,1,0,1,1,1,508
301264,33,1,0,0,0,0,0,1,1,150
301265,18,0,1,0,1,0,0,1,1,263
301266,43,1,0,1,1,1,1,0,0,617
301267,20,0,0,0,0,0,0,0,1,128
301271,34,0,0,1,0,0,0,0,0,608
301272,44,1,1,0,0,0,0,1,1,41
301274,23,1,1,1,1,1,1,0,1,19
301275,37,0,0,1,0,1,1,1,1,293
301276,24,1,0,1,1,0,0,1,1,297
301277,20,1,1,0,0,1,1,0,1,297
301279,31,1,1,1,1,0,0,1,1,28
301281,31,0,0,0,0,0,0,0,1,495
301283,53,0,1,1,1,1,1,1,0,522
301285,25,1,1,0,1,0,0,0,1,48
301288,20,0,1,0,1,0,1,1,1,59
301294,24,1,0,0,0,0,0,1,1,119
301295,28,0,1,1,1,0,0,1,1,432
301296,21,0,1,1,1,0,0,1,1,6
301297,39,1,0,1,1,0,0,1,1,37
301298,32,0,0,1,0,0,0,1,1,225
301300,24,0,1,1,1,0,1,1,0,572
301302,16,0,0,0,1,0,0,1,0,1070
301305,19,1,1,0,0,1,0,1,1,89
301306,22,1,0,1,0,0,0,1,1,115
301307,27,1,1,1,0,0,0,1,0,692
301310,34,0,0,1,1,0,0,1,1,222
301311,24,0,1,1,0,0,0,0,1,278
301312,31,0,1,1,0,0,0,1,1,29
301315,19,1,0,1,1,0,0,1,0,604
301316,22,1,1,0,1,0,1,1,1,49
301317,37,0,1,1,0,1,1,1,1,111
301318,21,1,0,1,1,0,0,0,1,213
301319,31,0,0,1,1,0,0,1,1,422
301320,20,0,1,0,1,0,0,1,1,320
301322,25,0,0,1,1,0,0,1,1,7
301323,41,0,1,1,1,0,0,1,0,617
301326,68,0,0,0,1,1,0,0,1,93
301327,19,0,1,1,1,0,0,1,1,404
301328,28,1,0,0,0,0,0,1,1,530
301329,42,0,1,0,1,0,1,1,1,85
301330,38,1,0,0,0,0,1,1,1,549
301331,30,0,0,0,0,0,1,0,0,448
301332,28,1,1,1,0,0,0,1,1,28
301336,40,0,1,1,0,1,1,0,1,6
301337,30,1,0,0,1,0,0,1,1,190
301339,17,1,1,0,0,0,0,1,1,3
301340,18,0,0,0,1,0,1,1,1,102
301341,30,1,1,1,0,0,0,0,1,131
301342,17,0,1,0,1,0,1,1,1,381
301343,30,0,0,1,1,0,0,0,1,143
301347,28,0,1,1,0,0,0,0,1,92
301350,23,1,1,1,0,0,0,0,1,548
301351,17,1,0,0,1,0,1,1,1,317
301352,39,1,1,1,1,0,1,1,0,431
301357,22,0,0,0,0,0,1,1,1,464
301358,16,0,0,0,0,0,1,1,1,124
301361,18,0,0,0,0,0,1,1,1,173
301366,42,0,1,0,0,0,1,0,1,224
301367,47,0,1,1,0,1,1,0,1,7
301372,32,0,0,0,0,0,1,0,0,811
301373,24,1,0,1,0,0,0,0,1,1
301378,24,0,0,1,1,0,0,1,0,919
301379,22,0,1,0,1,0,1,1,1,106
301381,35,0,0,1,0,1,1,1,1,18
301382,17,0,1,0,0,0,1,0,1,420
301383,32,1,0,1,0,1,1,0,1,13
301384,39,0,0,1,0,0,0,0,1,119
301385,19,0,1,0,1,0,1,1,1,250
301387,38,1,0,1,1,0,0,0,1,108
301389,18,0,0,1,0,0,0,1,1,356
301391,35,0,1,1,1,1,1,1,0,743
301392,35,0,0,1,0,1,1,1,1,79
301393,28,0,0,0,1,0,1,1,0,581
301394,21,1,1,1,1,0,0,1,1,923
301396,43,1,0,0,0,1,1,1,0,573
301397,48,1,1,0,0,0,0,1,1,172
301399,32,1,1,1,1,1,0,1,1,195
301400,27,1,0,0,0,0,1,1,1,454
301402,29,1,1,1,1,1,1,1,1,6
301408,30,0,0,1,1,0,0,1,0,541
301416,18,0,0,0,1,0,0,1,1,62
301417,17,1,0,1,1,0,0,1,1,77
301418,27,1,1,1,1,1,0,1,1,6
301419,19,0,1,1,1,0,0,1,1,588
301421,22,1,1,1,0,0,0,1,1,318
301423,38,0,1,1,0,0,0,1,0,687
301424,26,1,0,0,0,0,1,0,1,47
301430,26,1,1,1,0,0,0,0,1,406
301431,50,1,0,1,0,0,1,1,1,32
301433,30,0,1,1,0,0,0,1,1,1
301438,18,0,1,0,0,0,1,0,1,23
301443,39,0,1,0,1,1,0,1,1,424
301444,30,0,1,0,0,1,1,0,1,570
301447,50,1,1,0,1,0,0,1,0,620
301450,21,1,1,0,0,0,1,0,1,117
301451,20,1,1,1,0,0,0,0,1,200
301453,17,0,1,1,1,1,0,0,0,1123
301455,30,0,0,1,0,1,1,0,1,43
301457,19,1,0,1,1,0,1,1,1,4
301459,30,0,0,0,1,0,1,1,1,41
301463,19,1,1,0,0,0,1,1,1,1
301464,18,1,0,0,1,0,1,1,1,425
301466,19,0,0,1,0,1,1,0,1,42
301468,25,0,1,1,1,0,0,1,1,272
301469,33,1,0,1,0,1,0,0,1,216
301470,33,0,0,0,1,0,1,1,1,358
301471,31,1,1,1,1,0,0,1,1,266
301472,20,0,1,1,0,1,0,0,0,1127
301473,17,0,0,0,0,0,0,0,1,294
301475,29,0,0,1,0,0,1,0,1,381
301476,23,1,0,1,1,0,0,1,1,183
301477,32,1,1,0,1,0,1,0,1,571
301478,44,1,0,1,0,0,1,0,0,1239
301479,31,0,1,1,1,1,0,1,0,675
301481,25,1,1,0,0,0,1,1,0,671
301485,23,1,1,1,0,1,1,0,1,165
301486,19,1,1,1,1,0,0,1,1,15
301487,31,0,0,1,0,1,0,1,1,64
301488,41,1,0,1,0,1,1,0,1,225
301491,31,1,0,1,0,0,0,1,1,264
301492,33,0,0,1,0,0,0,0,0,1057
301493,20,1,0,0,1,0,0,1,1,103
301497,22,0,0,0,1,0,0,0,1,256
301501,30,1,0,0,1,0,1,1,1,188
301502,25,1,1,0,1,1,1,1,1,78
301503,20,1,0,1,0,0,0,1,1,231
301507,29,0,0,0,1,0,1,1,1,95
301508,49,0,0,0,1,0,0,1,1,43
301509,24,1,1,1,1,0,0,1,1,140
301510,38,0,1,0,0,0,1,1,1,211
301511,20,1,0,1,0,1,0,0,0,592
301512,18,1,0,0,0,0,0,1,1,23
301519,63,0,0,0,0,0,1,1,1,528
301520,30,0,0,1,1,0,0,1,0,594
301522,30,1,1,1,0,0,0,1,1,68
301526,17,0,1,0,1,0,0,1,1,50
301527,64,1,1,0,1,1,0,1,1,4
301528,27,1,1,1,0,1,1,0,1,272
301529,20,1,0,1,1,0,0,1,1,79
301530,28,1,1,1,1,0,0,1,1,334
301531,43,1,1,1,0,1,0,0,1,14
301536,22,1,0,0,0,0,0,1,1,491
301537,16,0,0,0,1,0,1,1,1,121
301538,22,1,1,0,1,0,1,1,1,46
301540,18,1,0,0,0,0,0,1,1,101
301542,17,0,0,1,0,0,0,0,0,1067
301544,21,0,1,1,1,1,1,1,1,509
301547,27,1,1,1,1,1,1,1,0,700
301548,25,1,1,1,1,1,1,1,1,158
301549,44,0,1,1,0,0,0,0,0,615
301550,35,0,1,1,0,0,0,0,1,425
301553,19,1,0,0,0,0,0,0,1,97
301558,18,1,0,0,1,0,1,1,1,160
301560,18,0,1,1,1,0,1,1,1,402
301562,27,0,0,0,0,0,1,0,1,65
301564,22,0,1,1,0,1,0,0,1,114
301566,32,0,1,0,0,0,0,0,1,22
301569,41,0,1,1,0,0,0,1,0,623
301572,25,1,1,0,0,0,1,1,1,10
301573,29,0,0,1,1,0,0,1,1,51
301574,25,0,1,1,0,0,0,0,1,35
301575,18,1,0,1,1,0,0,1,1,162
301576,21,0,1,0,1,0,1,1,1,296
301578,21,1,0,1,0,1,0,0,1,62
301579,18,0,0,1,1,0,0,1,0,1251
301580,22,0,1,0,0,0,1,1,1,35
301585,33,1,0,1,0,1,0,0,1,94
301586,18,0,0,0,1,0,1,1,1,395
301587,18,0,0,1,1,0,0,0,1,626
301589,23,1,1,0,1,0,1,1,1,222
301590,37,0,1,1,0,1,1,0,1,442
301594,28,0,1,1,1,1,0,1,1,26
301595,19,0,1,0,0,1,0,0,0,615
301598,23,0,1,0,0,1,1,0,0,751
301599,20,1,1,0,1,0,0,1,1,81
301600,34,1,1,1,1,1,1,1,1,324
301601,30,0,0,0,1,0,0,1,1,335
301613,29,1,1,0,0,0,0,1,1,4
301615,34,1,0,1,1,0,0,1,0,547
301617,30,0,0,0,1,0,1,1,1,35
301618,21,0,1,1,1,0,0,1,1,130
301620,31,0,0,1,0,0,0,1,0,929
301621,36,1,0,1,0,0,0,1,0,449
301622,35,1,0,1,1,0,0,1,1,663
301623,19,0,0,0,1,0,1,1,1,350
301626,38,1,0,0,1,0,1,1,0,940
301628,39,1,0,0,0,0,1,1,0,689
301630,31,0,0,1,1,0,0,1,0,584
301631,26,1,1,1,1,0,0,1,1,249
301632,21,0,0,0,1,0,0,1,1,224
301634,41,0,1,1,0,1,0,0,1,97
301637,24,0,1,1,1,1,0,1,0,669
301639,20,0,1,1,1,0,1,1,1,93
301643,38,0,0,1,1,0,0,0,1,372
301645,48,0,1,0,0,1,1,0,1,61
301647,21,0,0,0,0,0,1,1,1,858
301648,35,1,1,0,0,0,1,0,0,1321
301649,42,1,0,1,0,1,0,1,1,29
301653,18,1,1,0,0,0,0,0,1,77
301655,17,0,0,0,1,0,0,1,0,1036
301656,28,1,0,0,0,0,1,1,1,58
301661,28,1,1,1,1,1,0,1,1,36
301663,28,0,1,0,0,0,1,1,1,9
301664,41,0,0,0,1,0,1,1,1,1
301666,23,0,1,0,0,0,1,0,1,17
301670,35,1,1,0,0,0,1,0,1,88
301671,32,0,1,1,1,0,0,1,0,452
301673,19,0,1,0,0,0,0,1,1,44
301674,35,1,1,1,0,1,0,0,1,109
301676,17,0,0,0,1,0,1,1,1,370
301678,32,1,0,1,1,0,0,1,1,70
301679,30,1,1,0,1,0,1,1,1,85
301680,47,1,0,0,1,0,0,1,1,96
301681,23,0,1,0,0,0,1,0,1,77
301682,30,1,1,0,0,0,1,0,1,98
301684,31,1,0,0,1,0,1,1,1,127
301685,16,0,0,1,1,1,0,1,1,41
301686,54,0,1,1,0,0,0,1,1,92
301688,65,1,1,0,0,1,0,1,0,951
301689,24,0,0,0,0,0,1,1,1,33
301691,40,0,1,0,0,0,1,1,0,970
301693,32,0,0,0,0,0,1,1,0,1268
301695,40,0,1,1,1,1,1,1,1,527
301697,21,1,1,0,0,0,0,0,1,14
301698,27,0,0,1,1,1,1,1,1,182
301699,24,0,0,0,0,0,0,1,0,935
301700,33,1,1,0,1,0,0,1,1,76
301701,35,0,1,0,1,0,1,1,0,459
301703,51,0,0,1,0,0,0,1,1,87
301704,31,0,0,1,1,0,0,1,1,507
301705,21,1,0,1,0,0,0,0,1,19
301707,43,0,0,1,1,0,1,1,1,59
301709,26,0,0,1,1,0,0,1,1,656
301710,17,0,0,0,0,0,1,0,1,24
301711,40,0,0,0,1,0,1,1,1,264
301712,29,0,1,0,1,0,1,0,1,33
301713,25,1,1,0,0,0,1,0,1,136
301716,31,1,1,0,1,0,0,1,1,491
301718,53,0,1,1,0,0,1,0,1,42
301720,28,1,0,1,1,1,0,1,1,683
301721,20,1,1,0,1,0,1,1,1,115
301722,27,1,1,1,1,0,0,1,1,304
301724,42,1,0,1,1,0,1,1,0,752
301725,21,0,0,1,0,0,0,1,1,302
301727,17,0,0,0,1,0,0,1,0,607
301730,23,1,0,0,0,0,1,1,1,10
301734,34,0,0,1,1,0,0,1,1,92
301735,20,1,0,1,0,0,0,1,1,154
301737,69,1,1,0,0,1,1,1,1,76
301739,62,0,1,1,0,1,1,0,1,206
301740,23,1,0,0,0,0,0,0,1,172
301742,19,1,0,1,0,0,0,0,1,3
301743,19,0,0,1,0,0,0,0,1,55
301745,22,1,1,1,0,0,0,1,1,5
301747,36,1,0,1,1,0,0,1,1,218
301749,31,1,0,1,1,0,0,1,1,97
301750,20,1,1,0,1,0,0,0,1,6
301751,61,0,1,0,1,1,1,1,0,1111
301755,17,0,1,0,1,0,1,1,1,29
301760,45,0,1,0,1,0,0,1,1,135
301761,40,1,0,0,1,0,1,1,1,329
301765,29,0,1,0,0,0,1,0,1,63
301766,19,0,1,0,0,0,0,1,1,294
301770,18,0,0,0,0,0,0,1,1,474
301772,59,1,1,0,0,0,0,1,1,141
301777,28,1,0,1,1,0,0,1,1,288
301779,45,1,0,1,1,1,0,1,1,7
301782,35,0,0,1,1,0,0,1,1,288
301784,25,1,1,0,1,0,1,1,1,260
301795,20,1,0,0,1,0,0,1,1,682
301796,32,1,1,1,0,0,0,1,1,153
301797,26,0,1,1,0,0,0,0,1,35
301798,24,1,1,1,0,0,0,1,1,25
301801,20,0,1,1,0,1,1,1,1,6
301806,42,1,1,1,0,0,1,0,0,878
301811,25,1,1,0,1,0,0,1,0,629
301812,29,0,0,0,1,0,1,1,1,15
301814,27,0,0,0,0,0,1,0,1,18
301815,27,1,0,0,0,0,1,0,1,356
301819,29,1,0,0,1,0,1,1,1,676
301821,17,0,0,0,0,0,1,0,0,1193
301824,27,1,0,1,1,0,0,1,1,207
301825,36,1,1,1,0,0,0,0,1,98
301826,19,0,1,0,0,0,1,1,1,126
301827,20,1,1,1,1,0,0,1,1,313
301828,38,0,0,0,0,1,1,1,0,375
301830,18,0,0,0,0,0,0,0,1,58
301831,34,1,1,0,0,0,1,0,1,31
301833,24,1,0,0,0,0,1,1,0,503
301837,31,1,0,1,1,0,0,0,1,68
301839,37,0,1,1,1,1,0,1,1,127
301840,34,1,1,1,1,1,1,1,1,10
301841,35,1,1,1,1,1,1,1,1,4
301842,18,1,1,0,1,0,1,1,0,581
301843,26,1,1,1,0,0,0,0,0,606
301846,22,1,0,1,1,0,0,1,0,733
301847,19,0,0,0,1,0,0,1,1,314
301848,18,0,1,1,1,1,0,1,1,1167
301850,20,1,0,1,1,0,0,1,1,21
301851,42,0,0,1,0,1,0,1,1,521
301852,35,0,0,1,0,1,1,0,1,419
301853,30,1,1,0,1,0,1,1,1,4
301855,35,0,1,1,1,1,0,1,1,15
301858,18,1,1,0,1,0,1,1,1,266
301861,29,1,0,1,0,0,0,0,1,197
301863,45,0,1,0,0,0,1,0,1,323
301864,25,1,1,1,0,0,0,0,1,548
301866,24,0,1,1,0,0,1,0,1,191
301870,28,0,0,0,0,0,1,0,1,27
301873,30,0,0,0,0,0,0,0,0,915
301874,38,1,0,0,0,0,1,0,1,93
301875,17,0,1,0,1,0,0,1,1,3
301876,22,1,0,1,0,1,1,1,0,546
301877,78,0,1,0,0,1,1,1,0,552
301879,25,0,1,0,0,0,0,0,1,43
301880,62,1,1,0,0,1,1,1,1,479
301883,22,1,1,1,0,1,0,0,1,7
301885,35,1,0,1,1,0,0,1,0,782
301886,39,0,1,0,1,0,1,1,1,8
301887,18,0,0,0,0,0,1,1,1,840
301888,26,0,0,1,0,1,0,1,1,75
301889,21,0,0,0,1,0,1,1,1,11
301890,54,0,1,0,1,1,0,1,1,159
301893,40,1,1,1,0,0,1,0,1,99
301894,42,1,1,1,1,0,0,1,1,178
301897,26,1,1,1,0,1,1,1,1,46
301900,17,0,0,0,1,0,1,1,1,96
301901,20,0,0,0,1,0,1,1,1,68
301902,32,0,1,1,1,1,0,1,1,220
301905,17,0,0,0,1,0,0,1,0,1266
301906,50,1,1,1,1,1,0,0,0,459
301908,32,0,0,1,1,0,0,1,0,672
301909,39,0,1,0,0,1,0,0,1,54
301912,31,0,0,0,0,0,1,1,0,556
301914,34,0,0,1,0,1,1,1,1,2
301915,36,1,1,1,0,1,1,1,1,187
301919,50,1,1,1,0,1,1,0,1,418
301920,20,1,1,1,0,1,1,1,1,5
301921,28,1,1,1,1,0,0,1,1,349
301922,21,1,0,0,0,0,1,0,1,14
301923,25,0,1,1,0,0,0,0,1,295
301926,43,0,0,0,1,0,1,1,1,88
301927,20,1,1,0,1,0,0,1,1,48
301928,22,1,0,0,0,0,1,1,1,60
301929,18,0,1,1,1,0,0,1,1,110
301932,31,0,0,1,0,0,0,0,1,45
301933,66,0,1,1,0,0,0,0,0,605
301934,24,1,0,1,1,0,0,1,1,166
301935,20,1,1,0,0,0,0,0,0,599
301938,17,0,1,0,0,0,0,1,0,602
301939,27,1,1,0,0,0,1,0,1,20
301944,16,0,1,0,0,0,1,1,1,3
301946,33,0,0,1,0,0,0,0,1,396
301948,47,1,1,0,1,0,0,1,1,328
301949,18,1,1,0,1,0,1,1,1,61
301950,17,0,1,1,1,0,0,1,1,324
301951,30,0,1,0,0,0,0,0,0,640
301952,32,1,0,0,1,0,1,1,1,29
301953,20,1,1,0,0,0,0,0,1,90
301954,27,0,1,1,0,0,1,0,1,762
301956,21,0,0,1,1,1,0,1,1,32
301957,35,1,0,1,1,0,0,1,1,5
301958,26,1,1,1,1,1,0,1,1,396
301960,26,0,1,1,1,1,0,1,0,615
301961,28,1,0,1,1,0,0,0,1,7
301962,20,1,1,0,0,0,1,0,1,430
301964,31,0,1,1,1,0,0,1,1,470
301967,27,0,0,1,1,0,0,1,1,267
301969,20,0,1,1,1,0,0,1,1,14
301971,22,0,1,1,0,0,0,0,1,322
301972,22,0,1,0,0,0,1,0,1,33
301975,46,1,1,1,1,1,1,1,1,142
301977,45,1,1,1,0,1,1,0,1,196
301978,19,0,0,0,1,0,0,1,0,768
301979,19,0,1,1,0,0,0,0,1,429
301980,19,1,1,1,0,0,0,0,0,1077
301981,34,1,1,1,0,1,1,1,1,6
301983,20,1,0,0,0,0,1,1,1,64
301985,20,1,0,0,1,0,1,1,1,304
301986,36,1,0,1,1,0,0,1,1,306
301987,43,1,0,0,0,0,1,0,1,565
301988,17,0,0,0,0,0,1,0,1,158
301989,18,0,0,0,1,1,0,1,1,42
301991,17,0,1,0,1,0,1,1,1,105
301993,21,1,0,0,0,0,0,1,0,805
301995,19,0,1,0,0,0,1,1,1,1159
301997,32,0,0,0,0,0,1,1,0,730
301999,22,1,0,0,0,1,0,1,1,133
302001,30,1,1,1,0,0,0,0,1,87
302002,16,0,0,0,1,0,0,1,1,402
302003,21,0,1,1,0,0,0,1,1,107
302004,19,0,0,1,0,0,0,1,1,576
302005,18,1,0,0,1,0,1,1,1,1
302007,25,0,0,1,0,0,0,1,0,590
302008,20,0,1,0,0,0,0,1,1,59
302011,33,1,0,1,0,0,1,0,1,391
302013,17,0,0,1,1,0,0,1,1,644
302014,38,1,0,1,0,0,0,0,1,29
302015,18,0,1,1,1,0,0,1,1,1
302016,25,1,1,0,1,0,1,0,1,59
302020,33,0,1,1,1,1,1,1,1,556
302021,19,1,0,1,0,0,0,1,1,14
302022,37,0,1,0,1,0,1,1,0,1027
302023,34,1,0,1,1,0,0,1,1,490
302024,38,0,1,1,0,0,0,0,1,491
302026,51,0,1,0,0,0,0,1,1,3
302032,23,1,1,1,0,1,1,0,1,399
302033,21,1,0,1,0,0,0,1,1,6
302036,18,1,0,0,1,0,0,1,1,55
302037,20,1,0,0,0,0,1,0,1,65
302039,26,0,0,1,1,0,1,1,0,1027
302043,20,0,0,1,1,0,0,1,1,55
302045,41,0,0,0,1,0,0,1,0,1079
302048,34,1,1,0,0,0,1,0,1,18
302049,29,1,0,1,1,0,0,1,1,183
302052,24,1,0,1,1,0,0,1,1,465
302054,23,0,0,0,1,0,1,1,1,271
302056,20,1,1,1,0,0,0,1,1,10
302058,59,1,1,0,1,0,0,1,1,3
302059,34,1,0,1,1,0,0,0,1,76
302060,23,1,1,0,0,0,1,0,1,6
302061,28,0,1,0,0,0,0,0,1,273
302062,39,1,1,1,1,0,0,1,1,350
302063,32,1,1,1,1,0,0,1,1,11
302064,28,1,0,1,0,0,0,1,0,710
302066,38,1,1,1,0,0,0,1,1,13
302067,23,1,0,1,0,0,0,1,1,19
302070,18,0,1,0,1,1,0,1,1,675
302071,41,1,1,1,0,0,0,0,1,133
302073,55,0,1,0,1,0,0,1,1,63
302074,30,1,0,1,0,0,0,0,1,215
302075,33,0,1,1,0,0,0,0,1,90
302076,38,0,0,1,0,1,1,1,0,615
302077,34,1,1,1,1,1,1,1,1,6
302079,20,1,0,0,1,0,0,1,1,33
302080,18,0,0,0,0,0,1,1,1,115
302081,22,0,1,1,0,1,0,1,0,607
302084,26,0,0,0,1,0,1,1,1,248
302089,17,0,0,0,0,0,0,0,1,108
302090,31,0,1,1,1,1,1,1,1,7
302092,30,1,0,0,0,0,1,0,1,212
302093,18,0,1,0,0,1,1,1,1,10
302094,17,0,0,0,0,0,0,1,1,958
302096,18,1,0,0,0,0,1,0,1,76
302099,27,0,1,1,1,1,0,1,1,7
302102,36,0,0,1,0,0,0,1,1,17
302106,37,1,0,0,0,0,1,1,1,260
302111,19,0,0,0,0,0,0,1,0,1009
302112,21,1,0,0,1,1,1,1,1,16
302113,19,1,1,0,0,0,1,0,1,124
302114,35,0,1,0,1,0,1,1,1,104
302115,51,1,1,0,1,0,0,1,1,151
302118,34,0,1,1,1,1,0,1,1,28
302123,27,1,0,1,1,0,0,1,1,22
302125,19,0,1,0,0,0,1,0,1,6
302131,43,1,1,1,1,0,0,1,1,228
302132,19,0,0,1,1,0,0,1,0,708
302138,19,0,0,0,1,0,1,1,1,391
302139,24,0,1,1,0,1,0,0,0,666
302140,37,0,0,1,0,0,0,1,1,174
302141,36,0,1,1,0,1,1,0,1,42
302144,26,0,0,1,0,0,0,0,1,424
302146,16,0,0,1,0,0,0,1,0,1031
302147,23,0,1,0,1,0,1,1,1,337
302148,27,1,0,1,0,1,1,1,1,360
302149,21,0,0,0,1,0,0,1,1,352
302152,19,0,1,1,0,0,0,0,1,450
302153,53,1,1,0,1,0,0,1,1,56
302154,31,1,1,1,0,1,1,0,1,142
302155,27,1,0,0,1,0,0,1,1,33
302157,16,0,1,0,0,0,0,1,0,854
302159,19,1,1,0,0,0,1,1,1,3
302160,18,0,1,0,0,0,0,0,1,230
302162,21,1,0,1,1,0,0,1,1,81
302166,40,1,1,0,0,0,0,1,1,41
302167,46,0,1,0,1,0,0,1,1,15
302168,28,1,0,1,0,1,0,0,1,114
302169,48,1,1,1,1,1,0,1,0,633
302170,18,0,1,0,0,0,0,0,1,125
302172,23,1,1,0,1,0,0,0,1,3
302173,27,0,1,1,1,1,1,0,0,648
302174,19,1,0,0,1,0,0,1,1,46
302177,38,1,0,0,1,0,1,1,1,10
302178,27,0,0,1,0,1,0,0,0,1237
302181,18,1,1,0,1,0,1,1,1,215
302183,16,0,1,0,1,0,1,1,1,756
302184,20,1,1,1,1,1,1,1,1,14
302185,34,1,1,1,0,1,1,0,1,471
302186,34,1,0,0,1,0,0,0,1,356
302187,31,0,1,1,1,0,0,0,1,145
302189,20,1,0,0,0,0,0,1,1,150
302191,25,0,0,1,0,0,0,0,1,17
302192,21,0,1,0,1,0,0,1,1,26
302193,25,0,0,0,0,0,1,1,1,92
302202,19,0,1,0,1,0,1,1,1,23
302204,39,0,0,1,1,1,1,1,0,388
302207,28,1,1,0,1,0,0,1,1,113
302208,35,0,1,0,0,0,1,0,1,16
302209,29,0,1,1,1,0,0,1,1,352
302210,25,1,0,0,0,0,1,0,1,123
302211,30,1,0,0,1,0,1,1,1,46
302212,21,1,1,0,1,0,1,1,1,198
302213,63,1,1,0,0,1,1,1,1,463
302215,36,0,1,0,1,0,0,1,0,602
302216,18,0,0,0,1,0,1,1,1,205
302217,17,0,0,0,0,0,1,1,0,381
302218,25,0,1,0,0,0,1,0,1,235
302220,34,0,1,1,0,0,0,0,1,193
302223,37,1,1,1,1,0,0,1,0,597
302224,32,1,1,0,1,0,0,1,1,323
302229,22,0,1,0,1,0,0,1,1,516
302232,19,1,0,0,0,0,1,0,1,2
302233,31,0,0,1,1,0,0,1,1,33
302235,19,0,0,0,0,0,0,0,1,190
302237,28,0,1,1,1,1,0,1,1,7
302239,21,0,0,0,0,0,0,1,0,528
302240,41,1,1,1,0,1,0,0,1,413
302242,20,0,1,0,1,0,1,1,1,73
302243,19,0,0,1,0,0,0,1,1,462
302244,28,0,0,1,1,0,0,1,1,171
302246,16,0,0,0,0,0,1,1,1,737
302247,19,1,0,0,0,0,1,0,1,527
302252,41,0,0,0,0,0,0,1,1,34
302253,25,1,0,1,0,1,0,1,1,376
302254,33,1,1,1,1,0,0,1,1,454
302256,41,1,1,1,0,0,0,0,1,50
302257,20,1,0,0,1,0,1,1,1,104
302258,36,0,0,1,0,0,0,1,1,128
302259,23,1,1,1,1,0,0,1,1,89
302260,21,0,1,0,1,0,0,1,1,1003
302262,23,0,0,0,0,0,1,0,1,402
302265,18,0,0,1,0,0,0,0,1,635
302268,30,0,0,1,0,0,1,0,1,436
302270,37,0,1,1,1,0,0,1,1,216
302272,38,1,1,1,1,1,1,1,1,14
302273,37,1,1,1,1,0,0,1,1,19
302274,24,1,0,0,1,0,1,1,0,972
302279,53,0,0,0,1,0,0,1,1,13
302280,28,0,1,0,0,0,1,1,1,261
302283,20,0,1,0,0,0,1,0,1,235
302284,49,1,1,0,1,0,0,1,1,735
302285,18,0,0,1,0,0,0,0,1,23
302286,22,0,1,0,0,1,0,0,1,566
302287,18,0,1,0,0,0,1,1,1,1
302289,22,0,0,1,0,0,1,1,1,77
302290,43,1,1,0,1,1,0,1,1,478
302293,23,1,1,1,0,0,0,1,1,310
302294,19,0,1,0,1,0,0,1,0,551
302295,21,1,0,1,1,0,1,1,1,71
302298,26,1,1,0,0,0,0,1,1,31
302299,18,0,0,0,0,0,1,0,1,128
302300,20,0,0,0,0,0,0,0,0,1138
302302,38,1,1,1,1,0,1,1,1,161
302303,18,0,0,1,0,0,0,1,1,219
302304,20,1,0,0,0,0,0,1,1,194
